onset 	 duration 	 trial_type 	 response_time 	 confidence 	 detection 	 stimulus 	 response 	 key_id 
10.04 	 4.83 	 NN 	 0.99 	 2 	 1 	 0 	 0 	 n/a 
11.04 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 50 
12.04 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
12.35 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
12.60 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 54 
12.83 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 54 
13.02 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 54 
13.27 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 54 
18.16 	 4.83 	 NN 	 0.87 	 3 	 1 	 0 	 0 	 n/a 
19.03 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 50 
20.18 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
20.51 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
23.99 	 4.83 	 YY 	 0.68 	 6 	 1 	 3 	 1 	 n/a 
24.67 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 51 
25.29 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 54 
25.75 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
25.94 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
26.10 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
30.98 	 4.83 	 NY 	 0.78 	 4 	 1 	 0 	 1 	 n/a 
31.76 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 51 
33.53 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 54 
34.30 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
38.11 	 4.83 	 NY 	 1.26 	 1 	 1 	 0 	 1 	 n/a 
39.37 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 51 
40.10 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
40.70 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 54 
46.16 	 4.83 	 YY 	 0.67 	 6 	 1 	 3 	 1 	 n/a 
46.83 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 51 
48.31 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 54 
48.93 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
49.18 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
53.72 	 4.83 	 NY 	 0.80 	 3 	 1 	 0 	 1 	 n/a 
54.52 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 51 
55.77 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 54 
56.32 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
56.55 	 0 	 button press 	 n/a 	 n/a 	 n/a 	 n/a 	 n/a  	 55 
