onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
10.03	4.83	YN	1.08	1	1	1	0	n/a
11.10	0	button press	n/a	n/a	n/a	n/a	n/a	50
12.40	0	button press	n/a	n/a	n/a	n/a	n/a	55
12.65	0	button press	n/a	n/a	n/a	n/a	n/a	55
12.88	0	button press	n/a	n/a	n/a	n/a	n/a	55
13.08	0	button press	n/a	n/a	n/a	n/a	n/a	55
13.28	0	button press	n/a	n/a	n/a	n/a	n/a	55
17.25	4.83	NN	1.00	6	1	0	0	n/a
18.24	0	button press	n/a	n/a	n/a	n/a	n/a	50
19.59	0	button press	n/a	n/a	n/a	n/a	n/a	54
19.96	0	button press	n/a	n/a	n/a	n/a	n/a	54
24.22	4.83	NN	1.12	4	1	0	0	n/a
25.34	0	button press	n/a	n/a	n/a	n/a	n/a	50
26.29	0	button press	n/a	n/a	n/a	n/a	n/a	54
26.60	0	button press	n/a	n/a	n/a	n/a	n/a	54
32.98	4.83	NN	0.80	5	1	0	0	n/a
33.78	0	button press	n/a	n/a	n/a	n/a	n/a	50
35.51	0	button press	n/a	n/a	n/a	n/a	n/a	54
35.91	0	button press	n/a	n/a	n/a	n/a	n/a	54
40.20	4.83	NN	0.80	5	1	0	0	n/a
41.00	0	button press	n/a	n/a	n/a	n/a	n/a	50
42.27	0	button press	n/a	n/a	n/a	n/a	n/a	54
45.96	4.83	NN	0.90	6	1	0	0	n/a
46.86	0	button press	n/a	n/a	n/a	n/a	n/a	50
52.77	4.83	YN	1.22	1	1	3	0	n/a
53.99	0	button press	n/a	n/a	n/a	n/a	n/a	50
54.99	0	button press	n/a	n/a	n/a	n/a	n/a	55
59.30	4.83	YN	1.03	5	1	1	0	n/a
60.33	0	button press	n/a	n/a	n/a	n/a	n/a	50
61.41	0	button press	n/a	n/a	n/a	n/a	n/a	54
66.74	4.83	YN	0.93	4	1	3	0	n/a
67.67	0	button press	n/a	n/a	n/a	n/a	n/a	50
68.84	0	button press	n/a	n/a	n/a	n/a	n/a	54
74.71	4.83	NN	1.18	3	1	0	0	n/a
75.89	0	button press	n/a	n/a	n/a	n/a	n/a	50
77.68	0	button press	n/a	n/a	n/a	n/a	n/a	54
81.60	4.83	YN	0.87	6	1	1	0	n/a
82.47	0	button press	n/a	n/a	n/a	n/a	n/a	50
88.61	4.83	YN	1.17	4	1	1	0	n/a
89.78	0	button press	n/a	n/a	n/a	n/a	n/a	50
90.78	0	button press	n/a	n/a	n/a	n/a	n/a	54
91.08	0	button press	n/a	n/a	n/a	n/a	n/a	54
94.52	4.83	YN	1.46	2	1	1	0	n/a
95.99	0	button press	n/a	n/a	n/a	n/a	n/a	50
