onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
10.05	4.83	CA	0.95	3	0	1	3	n/a
11.00	0	button press	n/a	n/a	n/a	n/a	n/a	51
13.48	0	button press	n/a	n/a	n/a	n/a	n/a	55
13.77	0	button press	n/a	n/a	n/a	n/a	n/a	55
13.97	0	button press	n/a	n/a	n/a	n/a	n/a	55
14.18	0	button press	n/a	n/a	n/a	n/a	n/a	55
14.42	0	button press	n/a	n/a	n/a	n/a	n/a	55
16.81	4.83	AA	0.83	6	0	3	3	n/a
17.65	0	button press	n/a	n/a	n/a	n/a	n/a	51
19.04	0	button press	n/a	n/a	n/a	n/a	n/a	54
19.34	0	button press	n/a	n/a	n/a	n/a	n/a	54
25.49	4.83	CA	0.97	1	0	1	3	n/a
26.45	0	button press	n/a	n/a	n/a	n/a	n/a	51
27.30	0	button press	n/a	n/a	n/a	n/a	n/a	55
27.60	0	button press	n/a	n/a	n/a	n/a	n/a	55
34.41	4.83	AA	1.12	1	0	3	3	n/a
35.53	0	button press	n/a	n/a	n/a	n/a	n/a	51
36.29	0	button press	n/a	n/a	n/a	n/a	n/a	55
36.52	0	button press	n/a	n/a	n/a	n/a	n/a	55
36.76	0	button press	n/a	n/a	n/a	n/a	n/a	55
42.17	4.83	CA	1.15	1	0	1	3	n/a
43.32	0	button press	n/a	n/a	n/a	n/a	n/a	51
44.53	0	button press	n/a	n/a	n/a	n/a	n/a	55
49.13	4.83	CC	1.43	1	0	1	1	n/a
50.56	0	button press	n/a	n/a	n/a	n/a	n/a	50
51.54	0	button press	n/a	n/a	n/a	n/a	n/a	55
51.79	0	button press	n/a	n/a	n/a	n/a	n/a	55
51.99	0	button press	n/a	n/a	n/a	n/a	n/a	55
52.21	0	button press	n/a	n/a	n/a	n/a	n/a	55
52.56	0	button press	n/a	n/a	n/a	n/a	n/a	55
56.80	4.83	CA	1.08	2	0	1	3	n/a
57.88	0	button press	n/a	n/a	n/a	n/a	n/a	51
58.67	0	button press	n/a	n/a	n/a	n/a	n/a	55
58.95	0	button press	n/a	n/a	n/a	n/a	n/a	55
59.17	0	button press	n/a	n/a	n/a	n/a	n/a	55
59.40	0	button press	n/a	n/a	n/a	n/a	n/a	55
63.18	4.83	AA	1.08	2	0	3	3	n/a
64.26	0	button press	n/a	n/a	n/a	n/a	n/a	51
65.09	0	button press	n/a	n/a	n/a	n/a	n/a	55
65.33	0	button press	n/a	n/a	n/a	n/a	n/a	55
65.54	0	button press	n/a	n/a	n/a	n/a	n/a	55
66.02	0	button press	n/a	n/a	n/a	n/a	n/a	55
68.94	4.83	AA	1.15	1	0	3	3	n/a
70.09	0	button press	n/a	n/a	n/a	n/a	n/a	51
70.95	0	button press	n/a	n/a	n/a	n/a	n/a	55
71.18	0	button press	n/a	n/a	n/a	n/a	n/a	55
