onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
10.03	4.83	YY	1.03	3	1	3	1	n/a
11.05	0	button press	n/a	n/a	n/a	n/a	n/a	51
12.44	0	button press	n/a	n/a	n/a	n/a	n/a	55
12.80	0	button press	n/a	n/a	n/a	n/a	n/a	54
13.00	0	button press	n/a	n/a	n/a	n/a	n/a	54
13.52	0	button press	n/a	n/a	n/a	n/a	n/a	54
16.15	4.83	YN	1.15	4	1	1	0	n/a
17.30	0	button press	n/a	n/a	n/a	n/a	n/a	50
18.18	0	button press	n/a	n/a	n/a	n/a	n/a	55
24.60	4.83	NY	0.87	5	1	0	1	n/a
25.47	0	button press	n/a	n/a	n/a	n/a	n/a	51
26.54	0	button press	n/a	n/a	n/a	n/a	n/a	55
26.87	0	button press	n/a	n/a	n/a	n/a	n/a	55
32.73	4.83	YY	0.75	6	1	1	1	n/a
33.48	0	button press	n/a	n/a	n/a	n/a	n/a	51
34.61	0	button press	n/a	n/a	n/a	n/a	n/a	55
34.81	0	button press	n/a	n/a	n/a	n/a	n/a	55
34.99	0	button press	n/a	n/a	n/a	n/a	n/a	55
35.29	0	button press	n/a	n/a	n/a	n/a	n/a	55
40.42	4.83	YY	1.45	4	1	3	1	n/a
41.87	0	button press	n/a	n/a	n/a	n/a	n/a	51
46.16	4.83	YY	1.13	3	1	3	1	n/a
47.29	0	button press	n/a	n/a	n/a	n/a	n/a	51
48.14	0	button press	n/a	n/a	n/a	n/a	n/a	55
48.73	0	button press	n/a	n/a	n/a	n/a	n/a	54
48.94	0	button press	n/a	n/a	n/a	n/a	n/a	54
50.12	0	button press	n/a	n/a	n/a	n/a	n/a	54
52.01	4.83	NY	0.93	5	1	0	1	n/a
52.94	0	button press	n/a	n/a	n/a	n/a	n/a	51
53.92	0	button press	n/a	n/a	n/a	n/a	n/a	55
54.35	0	button press	n/a	n/a	n/a	n/a	n/a	54
60.05	4.83	YY	0.72	5	1	1	1	n/a
60.76	0	button press	n/a	n/a	n/a	n/a	n/a	51
62.79	0	button press	n/a	n/a	n/a	n/a	n/a	55
66.64	4.83	NY	0.75	5	1	0	1	n/a
67.39	0	button press	n/a	n/a	n/a	n/a	n/a	51
68.87	0	button press	n/a	n/a	n/a	n/a	n/a	55
69.09	0	button press	n/a	n/a	n/a	n/a	n/a	55
69.25	0	button press	n/a	n/a	n/a	n/a	n/a	55
74.53	4.83	NN	0.92	4	1	0	0	n/a
75.45	0	button press	n/a	n/a	n/a	n/a	n/a	50
76.83	0	button press	n/a	n/a	n/a	n/a	n/a	54
77.11	0	button press	n/a	n/a	n/a	n/a	n/a	54
82.20	4.83	YY	0.82	5	1	3	1	n/a
83.02	0	button press	n/a	n/a	n/a	n/a	n/a	51
90.68	4.83	YY	0.68	6	1	1	1	n/a
91.36	0	button press	n/a	n/a	n/a	n/a	n/a	51
92.58	0	button press	n/a	n/a	n/a	n/a	n/a	55
92.79	0	button press	n/a	n/a	n/a	n/a	n/a	55
92.94	0	button press	n/a	n/a	n/a	n/a	n/a	55
93.14	0	button press	n/a	n/a	n/a	n/a	n/a	55
98.00	4.83	NN	0.97	4	1	0	0	n/a
98.97	0	button press	n/a	n/a	n/a	n/a	n/a	50
100.47	0	button press	n/a	n/a	n/a	n/a	n/a	54
106.06	4.83	NY	0.77	5	1	0	1	n/a
106.83	0	button press	n/a	n/a	n/a	n/a	n/a	51
107.99	0	button press	n/a	n/a	n/a	n/a	n/a	55
108.84	0	button press	n/a	n/a	n/a	n/a	n/a	54
112.77	4.83	NY	0.78	5	1	0	1	n/a
113.55	0	button press	n/a	n/a	n/a	n/a	n/a	51
114.95	0	button press	n/a	n/a	n/a	n/a	n/a	55
115.20	0	button press	n/a	n/a	n/a	n/a	n/a	55
115.40	0	button press	n/a	n/a	n/a	n/a	n/a	55
115.88	0	button press	n/a	n/a	n/a	n/a	n/a	55
119.08	4.83	YY	0.90	4	1	3	1	n/a
119.98	0	button press	n/a	n/a	n/a	n/a	n/a	51
125.60	4.83	YY	0.68	6	1	1	1	n/a
126.29	0	button press	n/a	n/a	n/a	n/a	n/a	51
127.49	0	button press	n/a	n/a	n/a	n/a	n/a	55
127.73	0	button press	n/a	n/a	n/a	n/a	n/a	55
134.48	4.83	YY	0.58	5	1	1	1	n/a
135.06	0	button press	n/a	n/a	n/a	n/a	n/a	51
136.64	0	button press	n/a	n/a	n/a	n/a	n/a	55
136.86	0	button press	n/a	n/a	n/a	n/a	n/a	55
137.04	0	button press	n/a	n/a	n/a	n/a	n/a	55
142.10	4.83	NY	0.68	3	1	0	1	n/a
142.78	0	button press	n/a	n/a	n/a	n/a	n/a	51
144.20	0	button press	n/a	n/a	n/a	n/a	n/a	54
144.65	0	button press	n/a	n/a	n/a	n/a	n/a	54
149.11	4.83	NN	1.03	3	1	0	0	n/a
150.14	0	button press	n/a	n/a	n/a	n/a	n/a	50
151.44	0	button press	n/a	n/a	n/a	n/a	n/a	55
151.99	0	button press	n/a	n/a	n/a	n/a	n/a	55
158.22	4.83	YN	0.90	4	1	3	0	n/a
159.12	0	button press	n/a	n/a	n/a	n/a	n/a	50
