onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
10.03	4.83	NN	0.78	3	1	0	0	n/a
10.80	0	button press	n/a	n/a	n/a	n/a	n/a	50
12.94	0	button press	n/a	n/a	n/a	n/a	n/a	55
18.63	4.83	NY	1.17	3	1	0	1	n/a
19.79	0	button press	n/a	n/a	n/a	n/a	n/a	51
21.01	0	button press	n/a	n/a	n/a	n/a	n/a	54
21.23	0	button press	n/a	n/a	n/a	n/a	n/a	54
21.43	0	button press	n/a	n/a	n/a	n/a	n/a	54
26.59	4.83	NN	0.72	3	1	0	0	n/a
27.30	0	button press	n/a	n/a	n/a	n/a	n/a	50
28.60	0	button press	n/a	n/a	n/a	n/a	n/a	55
28.87	0	button press	n/a	n/a	n/a	n/a	n/a	55
34.19	4.83	NN	1.15	3	1	0	0	n/a
35.34	0	button press	n/a	n/a	n/a	n/a	n/a	50
36.51	0	button press	n/a	n/a	n/a	n/a	n/a	54
36.74	0	button press	n/a	n/a	n/a	n/a	n/a	54
36.92	0	button press	n/a	n/a	n/a	n/a	n/a	54
40.47	4.83	YY	0.98	3	1	3	1	n/a
41.45	0	button press	n/a	n/a	n/a	n/a	n/a	51
42.72	0	button press	n/a	n/a	n/a	n/a	n/a	54
46.36	4.83	YY	0.92	4	1	3	1	n/a
47.28	0	button press	n/a	n/a	n/a	n/a	n/a	51
48.66	0	button press	n/a	n/a	n/a	n/a	n/a	55
49.13	0	button press	n/a	n/a	n/a	n/a	n/a	55
49.56	0	button press	n/a	n/a	n/a	n/a	n/a	55
53.12	4.83	YN	0.85	3	1	1	0	n/a
53.97	0	button press	n/a	n/a	n/a	n/a	n/a	50
54.69	0	button press	n/a	n/a	n/a	n/a	n/a	55
55.07	0	button press	n/a	n/a	n/a	n/a	n/a	55
55.44	0	button press	n/a	n/a	n/a	n/a	n/a	54
55.65	0	button press	n/a	n/a	n/a	n/a	n/a	54
56.75	0	button press	n/a	n/a	n/a	n/a	n/a	54
59.80	4.83	YY	1.26	4	1	3	1	n/a
61.06	0	button press	n/a	n/a	n/a	n/a	n/a	51
61.96	0	button press	n/a	n/a	n/a	n/a	n/a	55
62.21	0	button press	n/a	n/a	n/a	n/a	n/a	55
