onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
10.03	4.83	YY	0.91	6	1	3	1	n/a
10.94	0	button press	n/a	n/a	n/a	n/a	n/a	50
12.05	0	button press	n/a	n/a	n/a	n/a	n/a	54
16.20	4.83	NN	0.75	6	1	0	0	n/a
16.95	0	button press	n/a	n/a	n/a	n/a	n/a	51
18.20	0	button press	n/a	n/a	n/a	n/a	n/a	54
18.41	0	button press	n/a	n/a	n/a	n/a	n/a	54
18.63	0	button press	n/a	n/a	n/a	n/a	n/a	54
18.84	0	button press	n/a	n/a	n/a	n/a	n/a	54
19.04	0	button press	n/a	n/a	n/a	n/a	n/a	54
23.14	4.83	NN	1.00	1	1	0	0	n/a
24.14	0	button press	n/a	n/a	n/a	n/a	n/a	51
25.02	0	button press	n/a	n/a	n/a	n/a	n/a	55
30.70	4.83	NN	0.97	5	1	0	0	n/a
31.66	0	button press	n/a	n/a	n/a	n/a	n/a	51
33.68	0	button press	n/a	n/a	n/a	n/a	n/a	55
37.37	4.83	NN	0.97	3	1	0	0	n/a
38.34	0	button press	n/a	n/a	n/a	n/a	n/a	51
39.64	0	button press	n/a	n/a	n/a	n/a	n/a	54
40.24	0	button press	n/a	n/a	n/a	n/a	n/a	54
46.01	4.83	YN	1.07	2	1	3	0	n/a
47.08	0	button press	n/a	n/a	n/a	n/a	n/a	51
48.63	0	button press	n/a	n/a	n/a	n/a	n/a	55
51.71	4.83	NN	0.72	1	1	0	0	n/a
52.42	0	button press	n/a	n/a	n/a	n/a	n/a	51
53.85	0	button press	n/a	n/a	n/a	n/a	n/a	55
54.14	0	button press	n/a	n/a	n/a	n/a	n/a	55
54.37	0	button press	n/a	n/a	n/a	n/a	n/a	55
54.55	0	button press	n/a	n/a	n/a	n/a	n/a	55
54.75	0	button press	n/a	n/a	n/a	n/a	n/a	55
60.08	4.83	NN	0.92	5	1	0	0	n/a
61.00	0	button press	n/a	n/a	n/a	n/a	n/a	51
62.81	0	button press	n/a	n/a	n/a	n/a	n/a	55
68.95	4.83	NN	1.13	4	1	0	0	n/a
70.09	0	button press	n/a	n/a	n/a	n/a	n/a	51
71.47	0	button press	n/a	n/a	n/a	n/a	n/a	54
71.93	0	button press	n/a	n/a	n/a	n/a	n/a	54
76.69	4.83	NN	1.12	1	1	0	0	n/a
77.81	0	button press	n/a	n/a	n/a	n/a	n/a	51
78.63	0	button press	n/a	n/a	n/a	n/a	n/a	55
78.88	0	button press	n/a	n/a	n/a	n/a	n/a	55
85.20	4.83	YN	0.80	6	1	1	0	n/a
86.00	0	button press	n/a	n/a	n/a	n/a	n/a	51
87.86	0	button press	n/a	n/a	n/a	n/a	n/a	54
91.09	4.83	YN	1.22	6	1	1	0	n/a
92.31	0	button press	n/a	n/a	n/a	n/a	n/a	51
97.20	4.83	YN	0.92	5	1	1	0	n/a
98.12	0	button press	n/a	n/a	n/a	n/a	n/a	51
99.28	0	button press	n/a	n/a	n/a	n/a	n/a	54
99.60	0	button press	n/a	n/a	n/a	n/a	n/a	54
99.85	0	button press	n/a	n/a	n/a	n/a	n/a	54
103.28	4.83	NN	1.33	5	1	0	0	n/a
104.61	0	button press	n/a	n/a	n/a	n/a	n/a	51
105.29	0	button press	n/a	n/a	n/a	n/a	n/a	54
105.79	0	button press	n/a	n/a	n/a	n/a	n/a	54
111.87	4.83	YY	1.00	6	1	3	1	n/a
112.87	0	button press	n/a	n/a	n/a	n/a	n/a	50
113.85	0	button press	n/a	n/a	n/a	n/a	n/a	54
114.12	0	button press	n/a	n/a	n/a	n/a	n/a	54
114.35	0	button press	n/a	n/a	n/a	n/a	n/a	54
114.55	0	button press	n/a	n/a	n/a	n/a	n/a	54
114.98	0	button press	n/a	n/a	n/a	n/a	n/a	54
118.15	4.83	YN	1.20	4	1	1	0	n/a
119.34	0	button press	n/a	n/a	n/a	n/a	n/a	51
120.49	0	button press	n/a	n/a	n/a	n/a	n/a	54
121.28	0	button press	n/a	n/a	n/a	n/a	n/a	54
124.95	4.83	NN	0.75	6	1	0	0	n/a
125.70	0	button press	n/a	n/a	n/a	n/a	n/a	51
126.90	0	button press	n/a	n/a	n/a	n/a	n/a	54
127.19	0	button press	n/a	n/a	n/a	n/a	n/a	54
131.28	4.83	missed_trial	n/a	n/a	1	3	n/a	n/a
138.97	4.83	NN	1.12	4	1	0	0	n/a
140.09	0	button press	n/a	n/a	n/a	n/a	n/a	51
140.92	0	button press	n/a	n/a	n/a	n/a	n/a	54
141.20	0	button press	n/a	n/a	n/a	n/a	n/a	54
141.60	0	button press	n/a	n/a	n/a	n/a	n/a	54
146.18	4.83	NN	0.87	4	1	0	0	n/a
147.05	0	button press	n/a	n/a	n/a	n/a	n/a	51
148.38	0	button press	n/a	n/a	n/a	n/a	n/a	54
155.09	4.83	NN	1.15	6	1	0	0	n/a
156.24	0	button press	n/a	n/a	n/a	n/a	n/a	51
157.13	0	button press	n/a	n/a	n/a	n/a	n/a	54
157.40	0	button press	n/a	n/a	n/a	n/a	n/a	54
157.62	0	button press	n/a	n/a	n/a	n/a	n/a	54
157.82	0	button press	n/a	n/a	n/a	n/a	n/a	54
158.03	0	button press	n/a	n/a	n/a	n/a	n/a	54
161.58	4.83	NN	0.92	5	1	0	0	n/a
162.49	0	button press	n/a	n/a	n/a	n/a	n/a	51
164.36	0	button press	n/a	n/a	n/a	n/a	n/a	55
168.32	4.83	NY	1.13	4	1	0	1	n/a
169.45	0	button press	n/a	n/a	n/a	n/a	n/a	50
170.34	0	button press	n/a	n/a	n/a	n/a	n/a	54
170.67	0	button press	n/a	n/a	n/a	n/a	n/a	54
176.71	4.83	NN	1.22	1	1	0	0	n/a
177.93	0	button press	n/a	n/a	n/a	n/a	n/a	51
178.68	0	button press	n/a	n/a	n/a	n/a	n/a	55
178.96	0	button press	n/a	n/a	n/a	n/a	n/a	55
185.62	4.83	NN	1.03	6	1	0	0	n/a
186.65	0	button press	n/a	n/a	n/a	n/a	n/a	51
187.53	0	button press	n/a	n/a	n/a	n/a	n/a	54
