onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
10.03	4.83	NN	1.07	1	1	0	0	n/a
11.10	0	button press	n/a	n/a	n/a	n/a	n/a	51
12.15	0	button press	n/a	n/a	n/a	n/a	n/a	55
12.47	0	button press	n/a	n/a	n/a	n/a	n/a	55
12.75	0	button press	n/a	n/a	n/a	n/a	n/a	55
12.99	0	button press	n/a	n/a	n/a	n/a	n/a	55
13.22	0	button press	n/a	n/a	n/a	n/a	n/a	55
17.05	4.83	NN	0.90	1	1	0	0	n/a
17.95	0	button press	n/a	n/a	n/a	n/a	n/a	51
25.82	4.83	NY	1.22	1	1	0	1	n/a
27.04	0	button press	n/a	n/a	n/a	n/a	n/a	50
27.88	0	button press	n/a	n/a	n/a	n/a	n/a	55
34.08	4.83	NN	0.87	2	1	0	0	n/a
34.94	0	button press	n/a	n/a	n/a	n/a	n/a	51
36.87	0	button press	n/a	n/a	n/a	n/a	n/a	54
40.32	4.83	YY	0.82	6	1	3	1	n/a
41.14	0	button press	n/a	n/a	n/a	n/a	n/a	50
42.27	0	button press	n/a	n/a	n/a	n/a	n/a	54
42.57	0	button press	n/a	n/a	n/a	n/a	n/a	54
43.00	0	button press	n/a	n/a	n/a	n/a	n/a	54
43.27	0	button press	n/a	n/a	n/a	n/a	n/a	54
43.48	0	button press	n/a	n/a	n/a	n/a	n/a	54
46.76	4.83	YN	1.32	1	1	1	0	n/a
48.08	0	button press	n/a	n/a	n/a	n/a	n/a	51
48.86	0	button press	n/a	n/a	n/a	n/a	n/a	55
49.19	0	button press	n/a	n/a	n/a	n/a	n/a	55
49.43	0	button press	n/a	n/a	n/a	n/a	n/a	55
52.94	4.83	NN	1.13	2	1	0	0	n/a
54.07	0	button press	n/a	n/a	n/a	n/a	n/a	51
59.15	4.83	NN	1.38	1	1	0	0	n/a
60.53	0	button press	n/a	n/a	n/a	n/a	n/a	51
61.75	0	button press	n/a	n/a	n/a	n/a	n/a	55
65.69	4.83	NN	0.98	1	1	0	0	n/a
66.67	0	button press	n/a	n/a	n/a	n/a	n/a	51
67.76	0	button press	n/a	n/a	n/a	n/a	n/a	55
68.10	0	button press	n/a	n/a	n/a	n/a	n/a	55
68.39	0	button press	n/a	n/a	n/a	n/a	n/a	55
68.64	0	button press	n/a	n/a	n/a	n/a	n/a	55
69.47	0	button press	n/a	n/a	n/a	n/a	n/a	55
73.75	4.83	YY	0.88	2	1	1	1	n/a
74.63	0	button press	n/a	n/a	n/a	n/a	n/a	50
81.14	4.83	YY	0.82	5	1	1	1	n/a
81.96	0	button press	n/a	n/a	n/a	n/a	n/a	50
89.65	4.83	NY	0.86	2	1	0	1	n/a
90.51	0	button press	n/a	n/a	n/a	n/a	n/a	50
91.84	0	button press	n/a	n/a	n/a	n/a	n/a	55
92.36	0	button press	n/a	n/a	n/a	n/a	n/a	55
92.89	0	button press	n/a	n/a	n/a	n/a	n/a	55
98.54	4.83	YY	0.80	6	1	3	1	n/a
99.34	0	button press	n/a	n/a	n/a	n/a	n/a	50
105.56	4.83	NN	0.97	1	1	0	0	n/a
106.53	0	button press	n/a	n/a	n/a	n/a	n/a	51
107.73	0	button press	n/a	n/a	n/a	n/a	n/a	55
108.09	0	button press	n/a	n/a	n/a	n/a	n/a	55
108.41	0	button press	n/a	n/a	n/a	n/a	n/a	55
108.82	0	button press	n/a	n/a	n/a	n/a	n/a	55
112.31	4.83	YY	0.68	6	1	3	1	n/a
112.99	0	button press	n/a	n/a	n/a	n/a	n/a	50
114.50	0	button press	n/a	n/a	n/a	n/a	n/a	54
119.61	4.83	NY	0.87	1	1	0	1	n/a
120.48	0	button press	n/a	n/a	n/a	n/a	n/a	50
121.69	0	button press	n/a	n/a	n/a	n/a	n/a	55
122.06	0	button press	n/a	n/a	n/a	n/a	n/a	55
122.64	0	button press	n/a	n/a	n/a	n/a	n/a	55
122.93	0	button press	n/a	n/a	n/a	n/a	n/a	55
123.19	0	button press	n/a	n/a	n/a	n/a	n/a	55
125.42	4.83	YY	0.71	6	1	3	1	n/a
126.14	0	button press	n/a	n/a	n/a	n/a	n/a	50
127.79	0	button press	n/a	n/a	n/a	n/a	n/a	54
131.28	4.83	NY	0.78	4	1	0	1	n/a
132.06	0	button press	n/a	n/a	n/a	n/a	n/a	50
133.85	0	button press	n/a	n/a	n/a	n/a	n/a	54
134.28	0	button press	n/a	n/a	n/a	n/a	n/a	54
134.70	0	button press	n/a	n/a	n/a	n/a	n/a	54
138.29	4.83	NY	0.85	4	1	0	1	n/a
139.14	0	button press	n/a	n/a	n/a	n/a	n/a	50
140.69	0	button press	n/a	n/a	n/a	n/a	n/a	54
141.06	0	button press	n/a	n/a	n/a	n/a	n/a	54
141.29	0	button press	n/a	n/a	n/a	n/a	n/a	54
146.50	4.83	NY	0.82	2	1	0	1	n/a
147.31	0	button press	n/a	n/a	n/a	n/a	n/a	50
148.70	0	button press	n/a	n/a	n/a	n/a	n/a	55
149.05	0	button press	n/a	n/a	n/a	n/a	n/a	55
149.35	0	button press	n/a	n/a	n/a	n/a	n/a	55
149.71	0	button press	n/a	n/a	n/a	n/a	n/a	55
152.33	4.83	NN	0.87	1	1	0	0	n/a
153.19	0	button press	n/a	n/a	n/a	n/a	n/a	51
154.36	0	button press	n/a	n/a	n/a	n/a	n/a	55
158.33	4.83	NY	0.80	4	1	0	1	n/a
159.13	0	button press	n/a	n/a	n/a	n/a	n/a	50
160.35	0	button press	n/a	n/a	n/a	n/a	n/a	54
160.85	0	button press	n/a	n/a	n/a	n/a	n/a	55
165.28	4.83	YN	1.22	2	1	1	0	n/a
166.49	0	button press	n/a	n/a	n/a	n/a	n/a	51
167.31	0	button press	n/a	n/a	n/a	n/a	n/a	55
167.67	0	button press	n/a	n/a	n/a	n/a	n/a	55
167.94	0	button press	n/a	n/a	n/a	n/a	n/a	55
171.52	4.83	NY	1.45	1	1	0	1	n/a
172.97	0	button press	n/a	n/a	n/a	n/a	n/a	50
173.55	0	button press	n/a	n/a	n/a	n/a	n/a	55
174.07	0	button press	n/a	n/a	n/a	n/a	n/a	55
174.30	0	button press	n/a	n/a	n/a	n/a	n/a	55
