onset	duration	trial_type	response_time	confidence	detection	stimulus	response	key_id
10.03	4.83	CC	1.14	5	0	1	1	n/a
11.17	0	button press	n/a	n/a	n/a	n/a	n/a	51
12.74	0	button press	n/a	n/a	n/a	n/a	n/a	54
16.60	4.83	AA	0.83	3	0	3	3	n/a
17.43	0	button press	n/a	n/a	n/a	n/a	n/a	50
18.91	0	button press	n/a	n/a	n/a	n/a	n/a	54
23.56	4.83	CC	0.69	6	0	1	1	n/a
24.24	0	button press	n/a	n/a	n/a	n/a	n/a	51
25.45	0	button press	n/a	n/a	n/a	n/a	n/a	54
29.75	4.83	AA	1.05	1	0	3	3	n/a
30.80	0	button press	n/a	n/a	n/a	n/a	n/a	50
31.88	0	button press	n/a	n/a	n/a	n/a	n/a	55
32.16	0	button press	n/a	n/a	n/a	n/a	n/a	55
35.41	4.83	CC	0.63	6	0	1	1	n/a
36.04	0	button press	n/a	n/a	n/a	n/a	n/a	51
36.91	0	button press	n/a	n/a	n/a	n/a	n/a	54
37.29	0	button press	n/a	n/a	n/a	n/a	n/a	54
43.35	4.83	AA	1.03	5	0	3	3	n/a
44.38	0	button press	n/a	n/a	n/a	n/a	n/a	50
45.93	0	button press	n/a	n/a	n/a	n/a	n/a	55
46.38	0	button press	n/a	n/a	n/a	n/a	n/a	54
50.26	4.83	AA	0.67	6	0	3	3	n/a
50.92	0	button press	n/a	n/a	n/a	n/a	n/a	50
52.24	0	button press	n/a	n/a	n/a	n/a	n/a	54
52.51	0	button press	n/a	n/a	n/a	n/a	n/a	54
57.80	4.83	CC	0.80	4	0	1	1	n/a
58.60	0	button press	n/a	n/a	n/a	n/a	n/a	51
59.98	0	button press	n/a	n/a	n/a	n/a	n/a	55
60.21	0	button press	n/a	n/a	n/a	n/a	n/a	55
60.98	0	button press	n/a	n/a	n/a	n/a	n/a	54
66.29	4.83	CC	0.65	6	0	1	1	n/a
66.94	0	button press	n/a	n/a	n/a	n/a	n/a	51
68.27	0	button press	n/a	n/a	n/a	n/a	n/a	54
71.93	4.83	AC	1.00	2	0	3	1	n/a
72.93	0	button press	n/a	n/a	n/a	n/a	n/a	51
73.93	0	button press	n/a	n/a	n/a	n/a	n/a	55
79.26	4.83	AA	1.02	6	0	3	3	n/a
80.27	0	button press	n/a	n/a	n/a	n/a	n/a	50
87.81	4.83	CC	1.15	2	0	1	1	n/a
88.96	0	button press	n/a	n/a	n/a	n/a	n/a	51
89.91	0	button press	n/a	n/a	n/a	n/a	n/a	55
90.23	0	button press	n/a	n/a	n/a	n/a	n/a	55
90.46	0	button press	n/a	n/a	n/a	n/a	n/a	55
90.69	0	button press	n/a	n/a	n/a	n/a	n/a	55
95.66	4.83	CA	1.15	1	0	1	3	n/a
96.80	0	button press	n/a	n/a	n/a	n/a	n/a	50
97.95	0	button press	n/a	n/a	n/a	n/a	n/a	55
98.20	0	button press	n/a	n/a	n/a	n/a	n/a	55
98.45	0	button press	n/a	n/a	n/a	n/a	n/a	55
98.65	0	button press	n/a	n/a	n/a	n/a	n/a	55
102.35	4.83	AA	1.03	3	0	3	3	n/a
103.38	0	button press	n/a	n/a	n/a	n/a	n/a	50
104.23	0	button press	n/a	n/a	n/a	n/a	n/a	54
110.32	4.83	AA	0.97	6	0	3	3	n/a
111.29	0	button press	n/a	n/a	n/a	n/a	n/a	50
112.17	0	button press	n/a	n/a	n/a	n/a	n/a	54
112.42	0	button press	n/a	n/a	n/a	n/a	n/a	54
118.06	4.83	AA	0.73	6	0	3	3	n/a
118.80	0	button press	n/a	n/a	n/a	n/a	n/a	50
126.84	4.83	AC	1.55	2	0	3	1	n/a
